MasterNLC,MasterASC,UniqueStationName,Easting,Northing,Latitude,Longitude
693,RUMu,Ruislip Manor,510161,187254,51.573,-0.412
694,RSQu,Russell Square,530230,182112,51.523,-0.124
6820,RYHr,Rye House,538481,209756,51.769,0.006
5380,SAFr,Salfords,528487,146335,51.202,-0.162
5433,SNRr,Sanderstead,532872,162760,51.348,-0.093
9487,SANt,Sandilands,533889,165743,51.375,-0.078
3061,SRGr,Seer Green & Jordans,496514,191019,51.61,-0.608
5434,SRSr,Selhurst,533080,167641,51.392,-0.089
6893,SVKr,Seven Kings,545440,187086,51.564,0.097
698,SVSu,Seven Sisters,533478,188824,51.582,-0.075
860,SHAd,Shadwell DLR,535031,180994,51.512,-0.056
1082,SDEr,Shadwell LO,534936,180936,51.511,-0.057
6888,SNFr,Shenfield,561343,195007,51.631,0.33
700,SBCu,Shepherd's Bush LU,523755,179885,51.504,-0.218
775,SBMu,Shepherd's Bush Market,523198,180062,51.506,-0.226
9587,SPBr,Shepherd's Bush NR,523797,179976,51.505,-0.218
3150,SHIr,Shiplake,477627,179746,51.511,-0.883
1024,SDCr,Shoreditch High Street,533642,182239,51.523,-0.075
5084,SRTr,Shortlands,539356,169333,51.406,0.002
5125,SIDr,Sidcup,546309,172656,51.434,0.103
6972,SLVr,Silver Street,533928,192452,51.615,-0.067
5154,SGRr,Slade Green,552236,176575,51.468,0.19
702,SSQu,Sloane Square,528105,178647,51.492,-0.156
3172,SLOr,Slough,497859,180179,51.512,-0.591
703,SNBu,Snaresbrook,540165,188840,51.581,0.022
1452,SATr,South Acton,520188,179284,51.5,-0.27
5425,SBMr,South Bermondsey,535176,178350,51.488,-0.054
5410,SCYr,South Croydon,532843,164374,51.363,-0.093
704,SELu,South Ealing,517562,179349,51.501,-0.308
3138,SGNr,South Greenford,515484,182909,51.533,-0.336
1451,SOHr,South Hampstead,526399,184069,51.541,-0.179
707,SHRu,South Harrow,514311,186372,51.565,-0.352
708,SKNu,South Kensington,526926,178816,51.494,-0.173
709,SKTu,South Kenton,517320,187078,51.57,-0.309
5292,SMOr,South Merton,524916,168683,51.403,-0.206
861,SOQd,South Quay,537792,179765,51.5,-0.016
710,SRPu,South Ruislip,511083,185448,51.557,-0.399
7404,STOr,South Tottenham,533702,188603,51.58,-0.072
711,SWMu,South Wimbledon,525782,170011,51.415,-0.193
712,SWFu,South Woodford,540541,190050,51.592,0.027
3187,STLr,Southall,512713,179817,51.506,-0.377
6947,SBUr,Southbury,534825,196137,51.648,-0.053
705,SFSu,Southfields,524727,173390,51.446,-0.207
706,SGTu,Southgate,529674,194272,51.632,-0.128
784,SWKu,Southwark,531617,180054,51.504,-0.105
1548,SACr,St Albans City,515389,207051,51.75,-0.33
5290,SIHr,St Helier,525424,167150,51.39,-0.199
6973,SJSr,St James Street,536443,188755,51.581,-0.032
695,SJPu,St James's Park,529580,179465,51.499,-0.135
5059,SAJr,St Johns,537473,176313,51.469,-0.022
696,SJWu,St John's Wood,526731,183407,51.535,-0.174
